ticker,title,content,published_date,source,sentiment_score
SNOW,Snowflake Reaches $1764M Settlement with SEC,Snowflake agreed to pay $1764 million to settle regulatory charges brought by the SEC. The company neither admitted nor denied the allegations.,2022-03-03,Bloomberg,-0.44
MA,Mastercard CFO Announces Retirement,Mastercard's Chief Financial Officer announced plans to retire after serving the company for several years. A search for a successor is underway.,2022-03-03,TechCrunch,0.03
AXP,"American Express Launches Payment Solution, Shares Jump","American Express unveiled its new payment solution at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with American Express's strategic growth priorities.",2022-03-03,Seeking Alpha,0.42
MRNA,JPMorgan Raises Moderna Price Target to $396,"JPMorgan analyst raises Moderna (MRNA) price target to $396, citing strategic positioning. The firm maintains a Overweight rating on the stock.",2022-03-03,AP News,0.25
ABBV,Bernstein Raises AbbVie Price Target to $137,"Bernstein analyst raises AbbVie (ABBV) price target to $137, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2022-03-03,MarketWatch,0.4
TSLA,"Tesla Reports Q1 Revenue of $92.8B, Beating Expectations","Tesla announced Q1 2022 revenue of $92.8 billion, surpassing analyst estimates. The company reported earnings per share of $2.44, above consensus. Management raised full-year guidance citing strong demand.",2022-03-04,TipRanks,0.79
ADBE,KeyBanc Increases Adobe Price Target to $167,"KeyBanc analyst increases Adobe (ADBE) price target to $167, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2022-03-04,Yahoo Finance,0.62
GS,"Goldman Sachs Reports Q1 Revenue of $75.7B, Beating Expectations","Goldman Sachs announced Q1 2022 revenue of $75.7 billion, surpassing analyst estimates. The company reported earnings per share of $0.77, above consensus. Management raised full-year guidance citing strong demand.",2022-03-04,Zacks,0.74
MS,Morgan Stanley Robo-Advisor Service Launch Receives Mixed Reviews,"Morgan Stanley's new robo-advisor service received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2022-03-04,Financial Times,-0.13
BRK-B,Berkshire Hathaway Shares Fall 1.9% Amid Fed Signals More Rate Hikes,Berkshire Hathaway (BRK-B) shares falled 1.9% as Fed signals more rate hikes. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-04,BBC Business,-0.35
BMY,Bristol-Myers Squibb Shares Decline 1.4% Amid Trade War Concerns Resurface,Bristol-Myers Squibb (BMY) shares declineed 1.4% as trade war concerns resurface. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-04,Barron's,-0.26
AAPL,Wedbush Raises Apple Price Target to $376,"Wedbush analyst raises Apple (AAPL) price target to $376, citing margin expansion. The firm maintains a Outperform rating on the stock.",2022-03-07,Benzinga,0.21
AAPL,Apple Shares Decline 3.5% Amid Debt Ceiling Uncertainty,Apple (AAPL) shares declineed 3.5% as debt ceiling uncertainty. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-07,Financial Times,-0.34
GOOGL,Credit Suisse Lowers Alphabet Price Target to $362,"Credit Suisse analyst lowers Alphabet (GOOGL) price target to $362, citing margin compression. The firm maintains a Sell rating on the stock.",2022-03-07,Investor's Business Daily,-0.12
GOOGL,Alphabet Shares Drop 1.2% Amid Oil Prices Surge On Supply Fears,Alphabet (GOOGL) shares droped 1.2% as oil prices surge on supply fears. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-07,Wall Street Journal,-0.4
META,Meta Platforms Reaches $724M Settlement with FTC,Meta Platforms agreed to pay $724 million to settle regulatory charges brought by the FTC. The company neither admitted nor denied the allegations.,2022-03-07,Zacks,-0.24
INTC,Intel Shares Tumble 1.1% Amid Consumer Confidence Drops,Intel (INTC) shares tumbleed 1.1% as consumer confidence drops. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-07,Zacks,-0.53
SQ,Bernstein Increases Block Price Target to $158,"Bernstein analyst increases Block (SQ) price target to $158, citing AI tailwinds. The firm maintains a Overweight rating on the stock.",2022-03-07,CNBC,0.65
SHOP,Wedbush Cuts Shopify Price Target to $250,"Wedbush analyst cuts Shopify (SHOP) price target to $250, citing execution risks. The firm maintains a Sell rating on the stock.",2022-03-07,AP News,-0.35
JPM,Wedbush Raises JPMorgan Price Target to $244,"Wedbush analyst raises JPMorgan (JPM) price target to $244, citing market share gains. The firm maintains a Outperform rating on the stock.",2022-03-07,Investor's Business Daily,0.38
BAC,Bank of America Blockchain Initiative Launch Receives Mixed Reviews,"Bank of America's new blockchain initiative received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2022-03-07,Zacks,-0.39
MS,Morgan Stanley Faces Investigation by Federal Reserve,"The Federal Reserve opened an investigation into Morgan Stanley's business practices, focusing on potential regulatory violations. Morgan Stanley said it would cooperate fully with the inquiry.",2022-03-07,Wall Street Journal,-0.61
WFC,"Wells Fargo Reports Q1 Revenue of $115.0B, Beating Expectations","Wells Fargo announced Q1 2022 revenue of $115.0 billion, surpassing analyst estimates. The company reported earnings per share of $10.43, above consensus. Management raised full-year guidance citing strong demand.",2022-03-07,Bloomberg,0.6
V,Morgan Stanley Boosts Visa Price Target to $285,"Morgan Stanley analyst boosts Visa (V) price target to $285, citing margin expansion. The firm maintains a Buy rating on the stock.",2022-03-07,TheStreet,0.55
JNJ,Johnson & Johnson Shares Drop 1.4% Amid Fed Signals More Rate Hikes,Johnson & Johnson (JNJ) shares droped 1.4% as Fed signals more rate hikes. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-07,Financial Times,-0.27
MRNA,Bank of America Cuts Moderna Price Target to $371,"Bank of America analyst cuts Moderna (MRNA) price target to $371, citing competitive pressures. The firm maintains a Underweight rating on the stock.",2022-03-07,TechCrunch,-0.43
MRNA,"Moderna Reports Q1 Revenue of $46.3B, Beating Expectations","Moderna announced Q1 2022 revenue of $46.3 billion, surpassing analyst estimates. The company reported earnings per share of $13.65, above consensus. Management raised full-year guidance citing strong demand.",2022-03-07,TechCrunch,0.42
LLY,Eli Lilly Faces Challenges from Patent Cliffs,Eli Lilly (LLY) faces headwinds from patent cliffs. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-07,Seeking Alpha,-0.25
COP,"ConocoPhillips Reports Q1 Revenue of $73.9B, Beating Expectations","ConocoPhillips announced Q1 2022 revenue of $73.9 billion, surpassing analyst estimates. The company reported earnings per share of $10.5, above consensus. Management raised full-year guidance citing strong demand.",2022-03-07,TechCrunch,0.56
COST,UBS Increases Costco Price Target to $366,"UBS analyst increases Costco (COST) price target to $366, citing strong growth outlook. The firm maintains a Outperform rating on the stock.",2022-03-07,MarketWatch,0.42
MCD,McDonald's Shares Slide 5.5% Amid Fed Signals More Rate Hikes,McDonald's (MCD) shares slideed 5.5% as Fed signals more rate hikes. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-07,Zacks,-0.3
GE,"GE Aerospace Reports Q1 Revenue of $32.7B, Beating Expectations","GE Aerospace announced Q1 2022 revenue of $32.7 billion, surpassing analyst estimates. The company reported earnings per share of $6.27, above consensus. Management raised full-year guidance citing strong demand.",2022-03-07,Seeking Alpha,0.56
SLB,Barclays Boosts SLB Price Target to $133,"Barclays analyst boosts SLB (SLB) price target to $133, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2022-03-08,Forbes,0.24
NVDA,"Nvidia Q1 Earnings Miss Estimates, Revenue Falls Short","Nvidia reported Q1 2022 revenue of $21.4 billion, missing analyst expectations. Earnings per share came in at $13.45, below consensus. Management cited macroeconomic headwinds and cautious consumer spending.",2022-03-09,Wall Street Journal,-0.18
C,Citigroup Shares Tumble 4.6% Amid Recession Concerns Mount,Citigroup (C) shares tumbleed 4.6% as recession concerns mount. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-09,Barron's,-0.54
AXP,Bank of America Raises American Express Price Target to $201,"Bank of America analyst raises American Express (AXP) price target to $201, citing strategic positioning. The firm maintains a Buy rating on the stock.",2022-03-09,Bloomberg,0.26
MRK,"Merck Raises Dividend by 15%, Announces $38B Buyback",Merck increased its quarterly dividend by 15% and authorized a $38 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2022-03-09,Investor's Business Daily,0.45
NKE,Nike Sustainability Initiative Launch Receives Mixed Reviews,"Nike's new sustainability initiative received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2022-03-09,AP News,-0.22
META,"Meta Platforms Launches New Cloud Service, Shares Rise","Meta Platforms unveiled its new new cloud service at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Meta Platforms's strategic growth priorities.",2022-03-10,CNBC,0.73
PYPL,"PayPal Launches Security Product, Shares Jump","PayPal unveiled its new security product at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with PayPal's strategic growth priorities.",2022-03-10,Seeking Alpha,0.33
ABNB,Needham Boosts Airbnb Price Target to $79,"Needham analyst boosts Airbnb (ABNB) price target to $79, citing improving fundamentals. The firm maintains a Outperform rating on the stock.",2022-03-10,Business Insider,0.62
COIN,Raymond James Increases Coinbase Price Target to $107,"Raymond James analyst increases Coinbase (COIN) price target to $107, citing strategic positioning. The firm maintains a Overweight rating on the stock.",2022-03-10,Barron's,0.38
LLY,Raymond James Reduces Eli Lilly Price Target to $441,"Raymond James analyst reduces Eli Lilly (LLY) price target to $441, citing execution risks. The firm maintains a Underweight rating on the stock.",2022-03-10,Barron's,-0.26
XOM,Wells Fargo Raises ExxonMobil Price Target to $342,"Wells Fargo analyst raises ExxonMobil (XOM) price target to $342, citing accelerating revenue growth. The firm maintains a Buy rating on the stock.",2022-03-10,BBC Business,0.46
HD,"Home Depot Reports Q1 Revenue of $31.7B, Beating Expectations","Home Depot announced Q1 2022 revenue of $31.7 billion, surpassing analyst estimates. The company reported earnings per share of $2.14, above consensus. Management raised full-year guidance citing strong demand.",2022-03-10,Barron's,0.52
NKE,UBS Reduces Nike Price Target to $303,"UBS analyst reduces Nike (NKE) price target to $303, citing competitive pressures. The firm maintains a Neutral rating on the stock.",2022-03-10,Zacks,-0.56
GE,Bank of America Boosts GE Aerospace Price Target to $360,"Bank of America analyst boosts GE Aerospace (GE) price target to $360, citing strategic positioning. The firm maintains a Outperform rating on the stock.",2022-03-10,Seeking Alpha,0.28
NVDA,"Nvidia Reports Q1 Revenue of $23.1B, Beating Expectations","Nvidia announced Q1 2022 revenue of $23.1 billion, surpassing analyst estimates. The company reported earnings per share of $2.11, above consensus. Management raised full-year guidance citing strong demand.",2022-03-11,CNBC,0.56
NVDA,"Nvidia Reports Q1 Revenue of $88.6B, Beating Expectations","Nvidia announced Q1 2022 revenue of $88.6 billion, surpassing analyst estimates. The company reported earnings per share of $4.59, above consensus. Management raised full-year guidance citing strong demand.",2022-03-11,Forbes,0.69
AMD,UBS Reduces AMD Price Target to $387,"UBS analyst reduces AMD (AMD) price target to $387, citing macroeconomic uncertainty. The firm maintains a Sell rating on the stock.",2022-03-11,MarketWatch,-0.16
V,"Visa Launches Robo-Advisor Service, Shares Jump","Visa unveiled its new robo-advisor service at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Visa's strategic growth priorities.",2022-03-11,Reuters,0.39
C,KeyBanc Increases Citigroup Price Target to $213,"KeyBanc analyst increases Citigroup (C) price target to $213, citing market share gains. The firm maintains a Outperform rating on the stock.",2022-03-11,Benzinga,0.32
HD,"Home Depot Reports Q1 Revenue of $6.9B, Beating Expectations","Home Depot announced Q1 2022 revenue of $6.9 billion, surpassing analyst estimates. The company reported earnings per share of $8.05, above consensus. Management raised full-year guidance citing strong demand.",2022-03-11,Wall Street Journal,0.37
NKE,"Nike Q1 Earnings Miss Estimates, Revenue Falls Short","Nike reported Q1 2022 revenue of $68.6 billion, missing analyst expectations. Earnings per share came in at $10.82, below consensus. Management cited macroeconomic headwinds and cautious consumer spending.",2022-03-11,TechCrunch,-0.53
DIS,Cowen Lowers Disney Price Target to $184,"Cowen analyst lowers Disney (DIS) price target to $184, citing slowing growth. The firm maintains a Hold rating on the stock.",2022-03-11,AP News,-0.55
LMT,Goldman Sachs Boosts Lockheed Martin Price Target to $464,"Goldman Sachs analyst boosts Lockheed Martin (LMT) price target to $464, citing margin expansion. The firm maintains a Overweight rating on the stock.",2022-03-11,TheStreet,0.27
MSFT,"Microsoft Reports Q1 Revenue of $102.8B, Beating Expectations","Microsoft announced Q1 2022 revenue of $102.8 billion, surpassing analyst estimates. The company reported earnings per share of $11.68, above consensus. Management raised full-year guidance citing strong demand.",2022-03-14,Investor's Business Daily,0.4
META,UBS Increases Meta Platforms Price Target to $380,"UBS analyst increases Meta Platforms (META) price target to $380, citing improving fundamentals. The firm maintains a Overweight rating on the stock.",2022-03-14,Barron's,0.29
SHOP,"Shopify Reports Q1 Revenue of $72.8B, Beating Expectations","Shopify announced Q1 2022 revenue of $72.8 billion, surpassing analyst estimates. The company reported earnings per share of $14.03, above consensus. Management raised full-year guidance citing strong demand.",2022-03-14,TechCrunch,0.43
GS,Bank of America Cuts Goldman Sachs Price Target to $357,"Bank of America analyst cuts Goldman Sachs (GS) price target to $357, citing execution risks. The firm maintains a Sell rating on the stock.",2022-03-14,Bloomberg,-0.56
MA,"Mastercard Reports Q1 Revenue of $76.1B, Beating Expectations","Mastercard announced Q1 2022 revenue of $76.1 billion, surpassing analyst estimates. The company reported earnings per share of $8.89, above consensus. Management raised full-year guidance citing strong demand.",2022-03-14,Zacks,0.4
BRK-B,Berkshire Hathaway Positioned to Benefit from Capital Markets Activity,Analysts see Berkshire Hathaway (BRK-B) as well-positioned to benefit from capital markets activity. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2022-03-14,TechCrunch,0.42
MRNA,Needham Increases Moderna Price Target to $368,"Needham analyst increases Moderna (MRNA) price target to $368, citing AI tailwinds. The firm maintains a Buy rating on the stock.",2022-03-14,Bloomberg,0.53
MRNA,Moderna Faces Challenges from Drug Pricing Reform,Moderna (MRNA) faces headwinds from drug pricing reform. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-14,MarketWatch,-0.26
ABBV,Oppenheimer Reduces AbbVie Price Target to $403,"Oppenheimer analyst reduces AbbVie (ABBV) price target to $403, citing slowing growth. The firm maintains a Sell rating on the stock.",2022-03-14,AP News,-0.12
NKE,"Nike Raises Dividend by 15%, Announces $8B Buyback",Nike increased its quarterly dividend by 15% and authorized a $8 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2022-03-14,Barron's,0.58
CAT,Caterpillar Cuts Workforce by 10%,Caterpillar announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2022-03-14,Bloomberg,-0.51
UPS,"UPS Q1 Earnings Miss Estimates, Revenue Falls Short","UPS reported Q1 2022 revenue of $109.9 billion, missing analyst expectations. Earnings per share came in at $0.57, below consensus. Management cited macroeconomic headwinds and cautious consumer spending.",2022-03-14,AP News,-0.53
ADBE,Cowen Raises Adobe Price Target to $400,"Cowen analyst raises Adobe (ADBE) price target to $400, citing improving fundamentals. The firm maintains a Overweight rating on the stock.",2022-03-15,Financial Times,0.65
NFLX,Netflix Shares Fall 6.0% Amid Fed Signals More Rate Hikes,Netflix (NFLX) shares falled 6.0% as Fed signals more rate hikes. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-15,The Motley Fool,-0.32
SQ,"Block Reports Q1 Revenue of $67.0B, Beating Expectations","Block announced Q1 2022 revenue of $67.0 billion, surpassing analyst estimates. The company reported earnings per share of $4.33, above consensus. Management raised full-year guidance citing strong demand.",2022-03-15,AP News,0.8
MRNA,Moderna Shares Decline 5.4% Amid Trade War Concerns Resurface,Moderna (MRNA) shares declineed 5.4% as trade war concerns resurface. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-15,Barron's,-0.7
DIS,Disney Faces Challenges from Consumer Spending Trends,Disney (DIS) faces headwinds from consumer spending trends. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-15,Zacks,-0.23
GE,GE Aerospace Shares Decline 1.1% Amid Consumer Confidence Drops,GE Aerospace (GE) shares declineed 1.1% as consumer confidence drops. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-15,Benzinga,-0.39
LMT,Lockheed Martin Fleet Electrification Launch Receives Mixed Reviews,"Lockheed Martin's new fleet electrification received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2022-03-15,Forbes,-0.35
INTC,Intel Shares Fall 1.8% Amid Unemployment Claims Rise,Intel (INTC) shares falled 1.8% as unemployment claims rise. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-16,TechCrunch,-0.29
CVX,Chevron Shares Slide 6.2% Amid Banking Sector Stress,Chevron (CVX) shares slideed 6.2% as banking sector stress. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-16,BBC Business,-0.64
COST,"Costco Reports Q1 Revenue of $80.9B, Beating Expectations","Costco announced Q1 2022 revenue of $80.9 billion, surpassing analyst estimates. The company reported earnings per share of $13.9, above consensus. Management raised full-year guidance citing strong demand.",2022-03-16,Bloomberg,0.79
NKE,"Nike Launches Sustainability Initiative, Shares Jump","Nike unveiled its new sustainability initiative at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Nike's strategic growth priorities.",2022-03-16,AP News,0.46
NKE,"Nike Reports Q1 Revenue of $88.3B, Beating Expectations","Nike announced Q1 2022 revenue of $88.3 billion, surpassing analyst estimates. The company reported earnings per share of $7.56, above consensus. Management raised full-year guidance citing strong demand.",2022-03-16,Business Insider,0.65
CAT,"Caterpillar Reports Q1 Revenue of $71.4B, Beating Expectations","Caterpillar announced Q1 2022 revenue of $71.4 billion, surpassing analyst estimates. The company reported earnings per share of $13.86, above consensus. Management raised full-year guidance citing strong demand.",2022-03-16,Seeking Alpha,0.8
MSFT,Jefferies Raises Microsoft Price Target to $301,"Jefferies analyst raises Microsoft (MSFT) price target to $301, citing margin expansion. The firm maintains a Buy rating on the stock.",2022-03-17,BBC Business,0.45
NVDA,"Nvidia Reports Q1 Revenue of $42.2B, Beating Expectations","Nvidia announced Q1 2022 revenue of $42.2 billion, surpassing analyst estimates. The company reported earnings per share of $11.97, above consensus. Management raised full-year guidance citing strong demand.",2022-03-17,Yahoo Finance,0.33
INTC,"Intel Q1 Earnings Miss Estimates, Revenue Falls Short","Intel reported Q1 2022 revenue of $10.6 billion, missing analyst expectations. Earnings per share came in at $2.76, below consensus. Management cited macroeconomic headwinds and cautious consumer spending.",2022-03-17,TheStreet,-0.23
JPM,Goldman Sachs Increases JPMorgan Price Target to $395,"Goldman Sachs analyst increases JPMorgan (JPM) price target to $395, citing strong growth outlook. The firm maintains a Overweight rating on the stock.",2022-03-17,Forbes,0.27
GS,Goldman Sachs Shares Drop 5.6% Amid Geopolitical Tensions Escalate,Goldman Sachs (GS) shares droped 5.6% as geopolitical tensions escalate. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-17,Wall Street Journal,-0.7
CAT,"Caterpillar Raises Dividend by 7%, Announces $9B Buyback",Caterpillar increased its quarterly dividend by 7% and authorized a $9 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2022-03-17,Bloomberg,0.58
BAC,Bank of America Positioned to Benefit from Credit Quality,Analysts see Bank of America (BAC) as well-positioned to benefit from credit quality. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2022-03-18,TechCrunch,0.64
MRK,"Merck Reports Q1 Revenue of $40.7B, Beating Expectations","Merck announced Q1 2022 revenue of $40.7 billion, surpassing analyst estimates. The company reported earnings per share of $12.8, above consensus. Management raised full-year guidance citing strong demand.",2022-03-18,Yahoo Finance,0.33
GILD,"Gilead Sciences Launches Digital Health Platform, Shares Jump","Gilead Sciences unveiled its new digital health platform at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Gilead Sciences's strategic growth priorities.",2022-03-18,Reuters,0.34
COP,ConocoPhillips Shares Slide 4.9% Amid Consumer Confidence Drops,ConocoPhillips (COP) shares slideed 4.9% as consumer confidence drops. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-18,Business Insider,-0.36
COST,Costco Shares Fall 6.2% Amid Banking Sector Stress,Costco (COST) shares falled 6.2% as banking sector stress. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-18,AP News,-0.57
AAPL,Apple Faces Investigation by CFTC,"The CFTC opened an investigation into Apple's business practices, focusing on potential regulatory violations. Apple said it would cooperate fully with the inquiry.",2022-03-21,Forbes,-0.55
MSFT,Morgan Stanley Raises Microsoft Price Target to $386,"Morgan Stanley analyst raises Microsoft (MSFT) price target to $386, citing market share gains. The firm maintains a Overweight rating on the stock.",2022-03-21,Forbes,0.55
AMZN,"Amazon Reports Q1 Revenue of $24.7B, Beating Expectations","Amazon announced Q1 2022 revenue of $24.7 billion, surpassing analyst estimates. The company reported earnings per share of $7.42, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,TechCrunch,0.78
INTC,"Intel Launches Next-Gen Chip, Shares Rise","Intel unveiled its new next-gen chip at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Intel's strategic growth priorities.",2022-03-21,TechCrunch,0.25
CRM,Salesforce Shares Tumble 4.6% Amid Banking Sector Stress,Salesforce (CRM) shares tumbleed 4.6% as banking sector stress. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-21,Reuters,-0.75
ADBE,"Adobe Reports Q1 Revenue of $40.2B, Beating Expectations","Adobe announced Q1 2022 revenue of $40.2 billion, surpassing analyst estimates. The company reported earnings per share of $8.4, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,Yahoo Finance,0.57
NFLX,UBS Boosts Netflix Price Target to $95,"UBS analyst boosts Netflix (NFLX) price target to $95, citing improving fundamentals. The firm maintains a Overweight rating on the stock.",2022-03-21,Seeking Alpha,0.67
UBER,Citigroup Boosts Uber Price Target to $242,"Citigroup analyst boosts Uber (UBER) price target to $242, citing strong growth outlook. The firm maintains a Overweight rating on the stock.",2022-03-21,BBC Business,0.59
ABNB,"Airbnb Reports Q1 Revenue of $83.6B, Beating Expectations","Airbnb announced Q1 2022 revenue of $83.6 billion, surpassing analyst estimates. The company reported earnings per share of $6.48, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,Investor's Business Daily,0.48
ABNB,"Airbnb Reports Q1 Revenue of $25.0B, Beating Expectations","Airbnb announced Q1 2022 revenue of $25.0 billion, surpassing analyst estimates. The company reported earnings per share of $6.2, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,MarketWatch,0.65
JPM,JPMorgan Shares Fall 3.4% Amid Debt Ceiling Uncertainty,JPMorgan (JPM) shares falled 3.4% as debt ceiling uncertainty. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-21,Barron's,-0.74
BMY,Oppenheimer Increases Bristol-Myers Squibb Price Target to $308,"Oppenheimer analyst increases Bristol-Myers Squibb (BMY) price target to $308, citing margin expansion. The firm maintains a Overweight rating on the stock.",2022-03-21,Barron's,0.24
GILD,"Gilead Sciences Reports Q1 Revenue of $42.6B, Beating Expectations","Gilead Sciences announced Q1 2022 revenue of $42.6 billion, surpassing analyst estimates. The company reported earnings per share of $4.67, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,Business Insider,0.36
GILD,"Gilead Sciences Reports Q1 Revenue of $32.2B, Beating Expectations","Gilead Sciences announced Q1 2022 revenue of $32.2 billion, surpassing analyst estimates. The company reported earnings per share of $14.85, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,Yahoo Finance,0.56
CVX,Chevron Positioned to Benefit from Energy Transition,Analysts see Chevron (CVX) as well-positioned to benefit from energy transition. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2022-03-21,AP News,0.59
SLB,SLB Reaches $1881M Settlement with CFTC,SLB agreed to pay $1881 million to settle regulatory charges brought by the CFTC. The company neither admitted nor denied the allegations.,2022-03-21,Financial Times,-0.42
HD,"Home Depot Reports Q1 Revenue of $99.7B, Beating Expectations","Home Depot announced Q1 2022 revenue of $99.7 billion, surpassing analyst estimates. The company reported earnings per share of $5.16, above consensus. Management raised full-year guidance citing strong demand.",2022-03-21,MarketWatch,0.6
SBUX,"Starbucks Launches Store Format Redesign, Shares Jump","Starbucks unveiled its new store format redesign at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Starbucks's strategic growth priorities.",2022-03-21,Reuters,0.27
SNOW,Snowflake Positioned to Benefit from Cybersecurity Spending,Analysts see Snowflake (SNOW) as well-positioned to benefit from cybersecurity spending. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2022-03-22,Investor's Business Daily,0.28
UBER,Uber Receives Regulatory Approval for expansion,"Uber received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2022-03-22,Seeking Alpha,0.21
JPM,JPMorgan Shares Decline 1.4% Amid Geopolitical Tensions Escalate,JPMorgan (JPM) shares declineed 1.4% as geopolitical tensions escalate. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-22,TipRanks,-0.48
BMY,Bristol-Myers Squibb Shares Slide 6.7% Amid Oil Prices Surge On Supply Fears,Bristol-Myers Squibb (BMY) shares slideed 6.7% as oil prices surge on supply fears. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-22,Barron's,-0.68
NKE,Nike Faces Challenges from Inflation Impact,Nike (NKE) faces headwinds from inflation impact. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-22,Financial Times,-0.32
ADBE,KeyBanc Reduces Adobe Price Target to $321,"KeyBanc analyst reduces Adobe (ADBE) price target to $321, citing competitive pressures. The firm maintains a Neutral rating on the stock.",2022-03-23,Seeking Alpha,-0.33
COIN,Deutsche Bank Lowers Coinbase Price Target to $82,"Deutsche Bank analyst lowers Coinbase (COIN) price target to $82, citing slowing growth. The firm maintains a Underweight rating on the stock.",2022-03-23,TechCrunch,-0.57
BAC,Bank of America CFO Announces Retirement,Bank of America's Chief Financial Officer announced plans to retire after serving the company for several years. A search for a successor is underway.,2022-03-23,Seeking Alpha,0.03
BAC,"Bank of America Reports Q1 Revenue of $90.8B, Beating Expectations","Bank of America announced Q1 2022 revenue of $90.8 billion, surpassing analyst estimates. The company reported earnings per share of $10.47, above consensus. Management raised full-year guidance citing strong demand.",2022-03-23,The Motley Fool,0.41
BMY,"Bristol-Myers Squibb Launches Digital Health Platform, Shares Rise","Bristol-Myers Squibb unveiled its new digital health platform at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Bristol-Myers Squibb's strategic growth priorities.",2022-03-23,TipRanks,0.45
CRM,"Salesforce Launches Mobile App Update, Shares Jump","Salesforce unveiled its new mobile app update at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Salesforce's strategic growth priorities.",2022-03-24,Bloomberg,0.3
PLTR,"Palantir Launches Software Update, Shares Rise","Palantir unveiled its new software update at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Palantir's strategic growth priorities.",2022-03-24,The Motley Fool,0.74
COIN,Coinbase Positioned to Benefit from Cybersecurity Spending,Analysts see Coinbase (COIN) as well-positioned to benefit from cybersecurity spending. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2022-03-24,Wall Street Journal,0.6
BAC,"Bank of America Reports Q1 Revenue of $21.2B, Beating Expectations","Bank of America announced Q1 2022 revenue of $21.2 billion, surpassing analyst estimates. The company reported earnings per share of $13.74, above consensus. Management raised full-year guidance citing strong demand.",2022-03-24,Yahoo Finance,0.75
